title,link
DR Congo president's ex-chief of staff Kamerhe gets 20 years' jail for graft,{'https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnJmaS5mci9lbi9hZnJpY2EvMjAyMDA2MjAtZHItY29uZ28tcHJlc2lkZW50LXMtZXgtY2hpZWYtb2Ytc3RhZmYta2FtZXJoZS1nZXRzLTIwLXllYXJzLWphaWwtZm9yLWdyYWZ00gFxaHR0cHM6Ly9hbXAucmZpLmZyL2VuL2FmcmljYS8yMDIwMDYyMC1kci1jb25nby1wcmVzaWRlbnQtcy1leC1jaGllZi1vZi1zdGFmZi1rYW1lcmhlLWdldHMtMjAteWVhcnMtamFpbC1mb3ItZ3JhZnQ?hl=en-KE&gl=KE&ceid=KE%3Aen'}
The U.S. vs. Dan Gertler,{'https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LndvcmxkcG9saXRpY3NyZXZpZXcuY29tL2FydGljbGVzLzI5NjA1L3RoZS11LXMtbWFnbml0c2t5LWFjdC12cy1kYW4tZ2VydGxlctIBW2h0dHBzOi8vd3d3LndvcmxkcG9saXRpY3NyZXZpZXcuY29tL2FtcC9hcnRpY2xlcy8yOTYwNS90aGUtdS1zLW1hZ25pdHNreS1hY3QtdnMtZGFuLWdlcnRsZXI?hl=en-KE&gl=KE&ceid=KE%3Aen'}
DR Congo: Cursed by its natural wealth,{'https://news.google.com/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9tYWdhemluZS0yNDM5NjM5MNIBAA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"Vital Kamerhe, top aide to DRC president, on trial for corruption",{'https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIwLzUvMTIvdml0YWwta2FtZXJoZS10b3AtYWlkZS10by1kcmMtcHJlc2lkZW50LW9uLXRyaWFsLWZvci1jb3JydXB0aW9u0gFsaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDIwLzUvMTIvdml0YWwta2FtZXJoZS10b3AtYWlkZS10by1kcmMtcHJlc2lkZW50LW9uLXRyaWFsLWZvci1jb3JydXB0aW9u?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Congo First Lady's Foundation Accuses Activists,{'https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3Lmhydy5vcmcvbmV3cy8yMDIxLzEwLzA2L2NvbmdvLWZpcnN0LWxhZHlzLWZvdW5kYXRpb24tYWNjdXNlcy1hY3RpdmlzdHPSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"Congo virus funds embezzled by 'mafia network', says deputy minister",{'https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvdXMtaGVhbHRoLWNvcm9uYXZpcnVzLWNvbmdvLWNvcnJ1cHRpb24taWRVU0tCTjI0OTIyNdIBNGh0dHBzOi8vbW9iaWxlLnJldXRlcnMuY29tL2FydGljbGUvYW1wL2lkVVNLQk4yNDkyMjU?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Congo's president cuts free of his would-be puppetmaster,{'https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmVjb25vbWlzdC5jb20vbWlkZGxlLWVhc3QtYW5kLWFmcmljYS8yMDIxLzAyLzA5L2Nvbmdvcy1wcmVzaWRlbnQtY3V0cy1mcmVlLW9mLWhpcy13b3VsZC1iZS1wdXBwZXRtYXN0ZXLSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"Two Years After Vote, Congo's President Gets His Own Government",{'https://news.google.com/articles/CAIiEEJFIyc4NZYw_dNDz0_p4nMqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?uo=CAUibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTA0LTEyL25ldy1nb3Zlcm5tZW50LXNoaWZ0cy1jb25nby1zLXBvd2VyLWJhbGFuY2UtdG8tdHNoaXNla2VkadIBAA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
CPI 2020: Sub-Saharan Africa - News - Transparency.org,{'https://news.google.com/articles/CBMiQGh0dHBzOi8vd3d3LnRyYW5zcGFyZW5jeS5vcmcvZW4vbmV3cy9jcGktMjAyMC1zdWItc2FoYXJhbi1hZnJpY2HSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"Senior Official in Democratic Republic of Congo Spotlights Violence in Eastern Provinces, Outlines Mission Transition Plans, Briefing Security Council - Democratic Republic of the Congo",{'https://news.google.com/articles/CAIiEMrzIRZgOPCUFkUc9hTLf_gqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?uo=CAUidGh0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvZGVtb2NyYXRpYy1yZXB1YmxpYy1jb25nby9zZW5pb3Itb2ZmaWNpYWwtZGVtb2NyYXRpYy1yZXB1YmxpYy1jb25nby1zcG90bGlnaHRzLXZpb2xlbmNl0gEA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
Controversy surrounds Glencore’s stake in UK battery maker Britishvolt,{'https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDIxL2F1Zy8xNy9jb250cm92ZXJzeS1zdXJyb3VuZHMtZ2xlbmNvcmUtc3Rha2UtaW4tdWstYmF0dGVyeS1tYWtlci1icml0aXNodm9sdNIBdWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDIxL2F1Zy8xNy9jb250cm92ZXJzeS1zdXJyb3VuZHMtZ2xlbmNvcmUtc3Rha2UtaW4tdWstYmF0dGVyeS1tYWtlci1icml0aXNodm9sdA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Corrupt networks in DRC push Tshisekedi to order investigations,{'https://news.google.com/articles/CBMifGh0dHBzOi8vd3d3LnRoZWVhc3RhZnJpY2FuLmNvLmtlL3RlYS9yZXN0LW9mLWFmcmljYS9jb3JydXB0LW5ldHdvcmtzLWluLWRyYy1wdXNoLXRzaGlzZWtlZGktdG8tb3JkZXItaW52ZXN0aWdhdGlvbnMtLTE5MTEzMjbSAYkBaHR0cHM6Ly93d3cudGhlZWFzdGFmcmljYW4uY28ua2UvdGVhL3Jlc3Qtb2YtYWZyaWNhL2NvcnJ1cHQtbmV0d29ya3MtaW4tZHJjLXB1c2gtdHNoaXNla2VkaS10by1vcmRlci1pbnZlc3RpZ2F0aW9ucy0tMTkxMTMyNj92aWV3PWh0bWxhbXA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
OPINION: Collective action can stop corruption in the extractives sector,{'https://news.google.com/articles/CBMiMWh0dHBzOi8vbmV3cy50cnVzdC5vcmcvaXRlbS8yMDIxMDkwODA5MjE0OC0xYmpubC_SAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
DR Congo parliament votes to remove Prime Minister Ilunga,{'https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIxLzEvMjcvZHItY29uZ28tcGFybGlhbWVudC12b3Rlcy1vdXQtcHJvLWthYmlsYS1wbdIBWGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL25ld3MvMjAyMS8xLzI3L2RyLWNvbmdvLXBhcmxpYW1lbnQtdm90ZXMtb3V0LXByby1rYWJpbGEtcG0?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"DRC: 8 facts about Tshisekedi's anti-corruption boss, Jules Alingete Key",{'https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3LnRoZWFmcmljYXJlcG9ydC5jb20vOTAxNzUvZHJjLTgtZmFjdHMtYWJvdXQtdHNoaXNla2VkaXMtYW50aS1jb3JydXB0aW9uLWJvc3MtanVsZXMtYWxpbmdldGUta2V5L9IBAA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"DR Congo rainforests under attack from corruption, mismanagement",{'https://news.google.com/articles/CBMiY2h0dHBzOi8vYWZyaWNhLmNndG4uY29tLzIwMTkvMTIvMDkvZHItY29uZ28tcmFpbmZvcmVzdHMtdW5kZXItYXR0YWNrLWZyb20tY29ycnVwdGlvbi1taXNtYW5hZ2VtZW50L9IBAA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"Climate Action Alliance of the Valley climate, energy news update",{'https://news.google.com/articles/CAIiEM3AmOGEWjl29W1jgQp4QFMqMwgEKioIACIQo1N6MzdEIms5JBAB3JBmBioUCAoiEKNTejM3RCJrOSQQAdyQZgYw3d2BBw?uo=CAUiXmh0dHBzOi8vYXVndXN0YWZyZWVwcmVzcy5jb20vY2xpbWF0ZS1hY3Rpb24tYWxsaWFuY2Utb2YtdGhlLXZhbGxleS1jbGltYXRlLWVuZXJneS1uZXdzLXVwZGF0ZS_SAQA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
The Overlooked Role of Western Multinationals in African Corruption,{'https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LndvcmxkcG9saXRpY3NyZXZpZXcuY29tL3RyZW5kLWxpbmVzLzI5OTY4L3RoZS1vdmVybG9va2VkLXJvbGUtb2Ytd2VzdGVybi1tdWx0aW5hdGlvbmFscy1pbi1hZnJpY2FuLWNvcnJ1cHRpb27SAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Language changed as leaked report into Congo aid corruption made public,{'https://news.google.com/articles/CAIiEFVfArw0Bdg32bWXb-gcywYqGQgEKhAIACoHCAowveqPCzDFtKMDMOHasAY?uo=CAUicmh0dHBzOi8vd3d3LnRoZW5ld2h1bWFuaXRhcmlhbi5vcmcvbmV3cy8yMDIwLzA3LzIyL2xhbmd1YWdlLWNoYW5nZWQtbGVha2VkLXJlcG9ydC1jb25nby1haWQtY29ycnVwdGlvbi1tYWRlLXB1YmxpY9IBAA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
DRC president's chief of staff detained over corruption allegations,{'https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmFmcmljYW5ld3MuY29tLzIwMjAvMDQvMDkvZHJjLXByZXNpZGVudC1zLWNoaWVmLW9mLXN0YWZmLWRldGFpbmVkLW92ZXItY29ycnVwdGlvbi1hbGxlZ2F0aW9ucy_SAW5odHRwczovL3d3dy5hZnJpY2FuZXdzLmNvbS9hbXAvMjAyMC8wNC8wOS9kcmMtcHJlc2lkZW50LXMtY2hpZWYtb2Ytc3RhZmYtZGV0YWluZWQtb3Zlci1jb3JydXB0aW9uLWFsbGVnYXRpb25zLw?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Africa’s vaccine crisis: It’s not all about corruption,{'https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vb3BpbmlvbnMvMjAyMS83LzE5L2FmcmljYXMtdmFjY2luZS1jcmlzaXMtaXRzLW5vdC1hbGwtYWJvdXQtY29ycnVwdGlvbtIBZGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL29waW5pb25zLzIwMjEvNy8xOS9hZnJpY2FzLXZhY2NpbmUtY3Jpc2lzLWl0cy1ub3QtYWxsLWFib3V0LWNvcnJ1cHRpb24?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Podcast: Who benefits from resource extraction in DRC?,{'https://news.google.com/articles/CAIiEMoITCDsEa5ayrAlB1K98fIqMwgEKioIACIQ65Pnd-s87Ky7YVAI7KgDCSoUCAoiEOuT53frPOysu2FQCOyoAwkwiYLEBg?uo=CAUiV2h0dHBzOi8vbmV3cy5tb25nYWJheS5jb20vMjAyMS8xMC9wb2RjYXN0LXdoby1iZW5lZml0cy1mcm9tLXJlc291cmNlLWV4dHJhY3Rpb24taW4tZHJjL9IBAA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
Politics,{'https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmVjb25vbWlzdC5jb20vdGhlLXdvcmxkLXRoaXMtd2Vlay8yMDIxLzEyLzA0L3BvbGl0aWNz0gEA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Citizens speak out about corruption in Africa - News,{'https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3LnRyYW5zcGFyZW5jeS5vcmcvZW4vbmV3cy9jaXRpemVucy1zcGVhay1vdXQtYWJvdXQtY29ycnVwdGlvbi1pbi1hZnJpY2HSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Congo Graft Trial – Major Step or Political Theater?,{'https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3Lmhydy5vcmcvbmV3cy8yMDIwLzA2LzIzL2NvbmdvLWdyYWZ0LXRyaWFsLW1ham9yLXN0ZXAtb3ItcG9saXRpY2FsLXRoZWF0ZXLSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
In whose interest? Political integrity and…,{'https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LnRyYW5zcGFyZW5jeS5vcmcvZW4vbmV3cy9wb2xpdGljYWwtY29ycnVwdGlvbi1hbmQtcG9saXRpY2FsLWludGVncml0eS1pbi1hZnJpY2HSAQA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Former DR Congo health minister convicted of embezzling Ebola funds,{'https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvdXMtaGVhbHRoLWVib2xhLWNvbmdvLWNvcnJ1cHRpb24taWRVU0tCTjIxQTJQSNIBNGh0dHBzOi8vbW9iaWxlLnJldXRlcnMuY29tL2FydGljbGUvYW1wL2lkVVNLQk4yMUEyUEg?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Enhancing Government Effectiveness and Transparency: The Fight Against Corruption,{'https://news.google.com/articles/CBMipwFodHRwczovL3d3dy53b3JsZGJhbmsub3JnL2VuL2V2ZW50cy8yMDIxLzA3LzE5L3RoZS1nb3Zlcm5hbmNlLWdsb2JhbC1wcmFjdGljZS1hbmQtb3Blbi1nb3Zlcm5tZW50LWRpc2N1c3MtdGhlLWZpbmRpbmdzLW9mLXRoZS1nbG9iYWwtcmVwb3J0LW9uLWNvcnJ1cHRpb24tYW5kLWhpZ2hsaWdodNIBAA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Felix Tshisekedi's Newly-Independent Agenda for the DRC: Modernizer or Strongman 2.0?,{'https://news.google.com/articles/CBMibmh0dHBzOi8vY2hhcmdlZGFmZmFpcnMub3JnL2ZlbGl4LXRzaGlzZWtlZGlzLW5ld2x5LWluZGVwZW5kZW50LWFnZW5kYS1mb3ItdGhlLWRyYy1tb2Rlcm5pemVyLW9yLXN0cm9uZ21hbi0yLTAv0gEA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
"IMF Mission Reaches Staff-Level Agreement with the Democratic Republic of the Congo on a Three-Year, US.5 Billion Financing Package",{'https://news.google.com/articles/CAIiEOaDaI7kPJwm8GvRfarcfAoqMwgEKioIACIQlYC0WYq63kaJTvIrNpgtlCoUCAoiEJWAtFmKut5GiU7yKzaYLZQw7dnKBg?uo=CAUijQFodHRwczovL3d3dy5pbWYub3JnL2VuL05ld3MvQXJ0aWNsZXMvMjAyMS8wNS8yNy9wcjIxMTQ2LWRyYy1pbWYtbWlzc2lvbi1yZWFjaGVzLXN0YWZmLWx2bC1hZ3JlZW1lbnQtb24tYS10aHJlZS15ZWFyLXVzLTEtNWItZmluYW5jaW5nLXBhY2thZ2XSAQA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
DRC: ‘I hope to win a second term so that I can fulfill my vision’ says President Tshisekedi,{'https://news.google.com/articles/CBMigQFodHRwczovL3d3dy50aGVhZnJpY2FyZXBvcnQuY29tLzEwNDExNy9kcmMtaS1ob3BlLXRvLXdpbi1hLXNlY29uZC10ZXJtLXNvLXRoYXQtaS1jYW4tZnVsZmlsbC1teS12aXNpb24tc2F5cy1wcmVzaWRlbnQtdHNoaXNla2VkaS_SAYUBaHR0cHM6Ly93d3cudGhlYWZyaWNhcmVwb3J0LmNvbS8xMDQxMTcvZHJjLWktaG9wZS10by13aW4tYS1zZWNvbmQtdGVybS1zby10aGF0LWktY2FuLWZ1bGZpbGwtbXktdmlzaW9uLXNheXMtcHJlc2lkZW50LXRzaGlzZWtlZGkvYW1wLw?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Security Council press statement on situation in Democratic Republic of the Congo - Democratic Republic of the Congo,{'https://news.google.com/articles/CAIiEE74heWJYHms_VHHV0MZL4kqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?uo=CAUid2h0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvZGVtb2NyYXRpYy1yZXB1YmxpYy1jb25nby9zZWN1cml0eS1jb3VuY2lsLXByZXNzLXN0YXRlbWVudC1zaXR1YXRpb24tZGVtb2NyYXRpYy1yZXB1YmxpYy010gEA&hl=en-KE&gl=KE&ceid=KE%3Aen'}
United States reinstates DR Congo into AGOA trade pact,{'https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmFmcmljYW5ld3MuY29tLzIwMjAvMTIvMjQvdXMtcmVpbnN0YXRlcy1kcmMtdW5kZXItYWZyaWNhbi1ncm93dGgtYW5kLW9wcG9ydHVuaXR5LWFjdC1hZ29hL9IBamh0dHBzOi8vd3d3LmFmcmljYW5ld3MuY29tL2FtcC8yMDIwLzEyLzI0L3VzLXJlaW5zdGF0ZXMtZHJjLXVuZGVyLWFmcmljYW4tZ3Jvd3RoLWFuZC1vcHBvcnR1bml0eS1hY3QtYWdvYS8?hl=en-KE&gl=KE&ceid=KE%3Aen'}
Are African countries preventing corruption and…,{'https://news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LnRyYW5zcGFyZW5jeS5vcmcvZW4vbmV3cy9hcmUtYWZyaWNhbi1jb3VudHJpZXMtcHJldmVudGluZy1jb3JydXB0aW9u0gEA?hl=en-KE&gl=KE&ceid=KE%3Aen'}
